SpotifyTrack,SpotifyArtist,uri,year,genre,release_date,popular,key,explicit,mode,chartrank,acousticness,danceability,energy,duration_ms,instrumentalness,valence,tempo,liveness,loudness,speechiness,time_signature
Perfect,Sara Evans,spotify:track:3C6L8Q1l58EDq1SpBOYCrz,2004,Country,8/17/2007,1,4,0,1,17,0.0403,0.39,0.879,241840,0.00000703,0.616,206.072,0.376,-4.352,0.0813,4
Whiskey Lullaby (feat. Alison Krauss),Brad Paisley /and/ Alison Krauss,spotify:track:4BXkf6yww23Vdju7E1fUrn,2004,Country,11/2/2010,1,2,0,1,18,0.74,0.587,0.35,259453,0,0.17,74.479,0.156,-10.954,0.0318,4
I Hate Everything - 50 Number Ones Version,George Strait,spotify:track:6r4LyNgkR7DmwgKj8Hbe6r,2004,Country,1/1/2004,1,10,0,1,19,0.396,0.582,0.542,235427,0.00114,0.45,90.918,0.123,-10.041,0.0294,4
She Thinks She Needs Me,Andy Griggs,spotify:track:5Eph6Vs0PftspPXZqlVN2y,2004,Country,2004,1,0,0,1,20,0.0788,0.497,0.568,239000,0,0.386,138.107,0.223,-7.67,0.0285,4
In a Real Love,Phil Vassar,spotify:track:3u8m4E4pJn43otDkw2wXBs,2004,Country,1/1/2001,1,9,0,1,21,0.154,0.575,0.797,214827,0,0.744,90.907,0.282,-5.2,0.0305,4
There Goes My Life,Kenny Chesney,spotify:track:1CjQCQsl9FDb3WhjGcFOzG,2004,Country,1/22/2004,1,4,0,1,22,0.0337,0.577,0.483,302667,0.00000622,0.218,135.77,0.3,-8.141,0.0324,4
Let's Be Us Again,Lonestar,spotify:track:4WCHdzWUJzDUIBc22phJux,2004,Country,5/13/2004,1,6,0,1,23,0.0348,0.49,0.522,233400,0,0.343,137.939,0.161,-4.647,0.0272,4
Girls Lie Too - Greatest Hits Version,Terri Clark,spotify:track:2Vn8Ea6fGOM3dsGYVcJ62G,2004,Country,1/1/2004,1,4,0,1,24,0.0689,0.499,0.883,214200,0,0.533,138.801,0.163,-4.742,0.0451,4
I Got A Feelin',Billy Currington,spotify:track:1tF370eYXUcWwkIvaq3IGz,2004,Country,1/1/2011,1,2,0,1,25,0.363,0.63,0.764,193760,0,0.631,112.098,0.125,-4.353,0.0275,4
If Nobody Believed In You,Joe Nichols,spotify:track:28NvPQZ8XVVlV2eGmUw2Za,2004,Country,1/1/2004,1,6,0,1,26,0.625,0.679,0.316,235067,0.0000485,0.273,127.968,0.109,-11.327,0.031,4
Paint Me a Birmingham,Tracy Lawrence,spotify:track:2kZZq09uK0oR9wwYJvgacb,2004,Country,6/8/2011,1,6,0,1,28,0.0757,0.519,0.52,231053,0,0.281,129.862,0.166,-4.547,0.03,4
Here for the Party,Gretchen Wilson,spotify:track:0SuzUhWAgStNIMZR4jEGgk,2004,Country,5/11/2004,1,0,0,1,29,0.0127,0.656,0.717,196760,0.0000122,0.809,123.988,0.904,-4.871,0.0279,4
Whiskey Girl,Toby Keith,spotify:track:3E6t25sxh6v5FDSfIVIAOz,2004,Country,1/1/2008,1,6,0,1,30,0.0142,0.646,0.875,238373,0,0.586,123.052,0.347,-3.786,0.0531,4
Desperately,George Strait,spotify:track:1hQhVRvc0E4ip1tall6Ey7,2004,Country,1/1/2003,1,4,0,1,31,0.383,0.667,0.392,247533,0.00000773,0.549,93.174,0.16,-9.228,0.0258,4
Too Much of a Good Thing,Alan Jackson,spotify:track:3AEZuf31DB3fEaSVA2FNsv,2004,Country,8/24/2004,1,2,0,1,33,0.185,0.717,0.345,188200,0.000226,0.46,108.049,0.0933,-13.846,0.0252,4
Hot Mama,Trace Adkins,spotify:track:6yXbhtXMMujv7ZcV1UxCuD,2004,Country,1/1/2003,1,7,0,1,34,0.0101,0.559,0.84,200600,0.0017,0.77,105.943,0.333,-3.997,0.0321,4
In My Daughter's Eyes,Martina McBride,spotify:track:7LkQBDAiS0GVSO5JQuYDzY,2004,Country,9/30/2003,1,8,0,1,35,0.869,0.357,0.302,193800,0,0.376,122.622,0.157,-7.191,0.0362,4
I Wanna Do It All,Terri Clark,spotify:track:56sAXFMfTagQGl5KOxvdxt,2004,Country,1/1/2003,1,4,0,1,36,0.0668,0.626,0.886,173333,0,0.782,132.905,0.118,-4.787,0.034,4
I Want To Live,Josh Gracin,spotify:track:01LgFdcK1vtxStxkTP4Lej,2004,Country,1/1/2004,1,6,0,1,38,0.227,0.493,0.679,238893,0,0.448,160.106,0.32,-4.438,0.0337,4
Stays In Mexico,Toby Keith,spotify:track:3EaUpHrrmoupWICI0uf6Y0,2004,Country,1/1/2008,1,9,0,1,39,0.108,0.655,0.902,214800,0,0.686,122.975,0.302,-3.419,0.0779,4
Nothing On But The Radio,Gary Allan,spotify:track:3SRuODYNV4j2ckkJ9Samju,2004,Country,1/1/2003,1,9,0,1,40,0.0572,0.679,0.736,212027,0.00000925,0.664,109.444,0.139,-5.954,0.026,4
Rough And Ready - Single Edit,Trace Adkins,spotify:track:5fWVKsU47k2uNyI8USfchs,2004,Country,1/1/2003,1,2,0,1,41,0.0242,0.682,0.899,188707,0.00617,0.708,116.963,0.373,-6.245,0.0391,4
I Love You This Much,Jimmy Wayne,spotify:track:6AsMEdzzqzRQsTyOub8r15,2004,Country,6/24/2003,1,2,0,1,42,0.382,0.364,0.45,247373,0,0.198,73.279,0.122,-4.905,0.0288,4
You Can't Take the Honky Tonk out of the Girl,Brooks & Dunn,spotify:track:56LfnhlS3xvjtCpXWOxleW,2004,Country,10/19/2004,1,5,0,1,43,0.00881,0.574,0.949,208933,0.0000382,0.755,114.271,0.277,-2.799,0.0383,4
Mr. Mom,Lonestar,spotify:track:0jSIovJtKxEXH6vI4oRx7I,2004,Country,5/13/2004,1,10,0,1,44,0.0576,0.505,0.842,208693,0,0.671,172.136,0.111,-3.316,0.0475,4
Feels Like Today,Rascal Flatts,spotify:track:0PprD6oGodYXihViAHuoOc,2004,Country,1/1/2004,1,6,0,1,45,0.0398,0.364,0.72,200733,0.000458,0.393,170.093,0.213,-4.237,0.0274,3
Songs About Rain,Gary Allan,spotify:track:0PD211kSLtAZ76OSHtMOnJ,2004,Country,1/1/2003,1,7,0,1,46,0.0328,0.57,0.664,265800,0,0.214,121.316,0.0673,-4.997,0.0283,3
How Am I Doin',Dierks Bentley,spotify:track:3bvr2R5FUjrC3orh47Qe5V,2004,Country,1/1/2003,1,9,0,1,47,0.125,0.528,0.871,228438,0,0.675,181.903,0.23,-8.01,0.122,4
Good Little Girls,Blue County,spotify:track:0Y6dPRfSOVgLzKpn7L741h,2004,Country,4/6/2004,1,2,0,1,48,0.0193,0.668,0.808,181800,0,0.778,122.001,0.0294,-5.26,0.0384,3
Simple Life,Carolyn Dawn Johnson,spotify:track:7jp5yLTwHNJL9awtdZf2Br,2004,Country,5/10/2004,1,2,0,1,49,0.0726,0.608,0.822,229533,0,0.587,100.007,0.191,-3.32,0.0267,4
Long Black Train,Josh Turner,spotify:track:2HqCaO7BV010qXS5FuiTED,2004,Country,1/1/2003,1,10,0,1,50,0.237,0.537,0.699,250627,0.0000227,0.814,84.905,0.114,-6.615,0.0399,4
I Can't Sleep - 2014 Version,Clay Walker,spotify:track:4wGKVFDAFaIkdmKqgKERuK,2004,Country,2/11/2014,1,2,0,1,51,0.012,0.614,0.619,247387,0,0.278,81.043,0.152,-5.345,0.0229,4
I Love This Bar,Toby Keith,spotify:track:32jHB7W9b08OTorAqR0cJo,2004,Country,11/4/2003,1,2,0,1,52,0.024,0.608,0.825,335333,0.00656,0.454,115.049,0.346,-6.303,0.0419,4
Hey Good Lookin',Jimmy Buffett /and/ Clint Black /and/ Kenny Chesney /and/ Alan Jackson /and/ Toby Keith /and/ George Strait,spotify:track:2TSc7ee1OQPb4tuXsi2X7W,2004,Country,7/13/2004,1,7,0,1,53,0.211,0.714,0.885,183293,0.00000387,0.91,141.371,0.255,-5.922,0.0411,4
Save a Horse (Ride a Cowboy),Big & Rich,spotify:track:5s7m2xNZWgz5FqVSIvJcGA,2004,Country,4/20/2004,1,2,0,1,54,0.108,0.7,0.896,200307,0,0.817,102.065,0.453,-2.276,0.191,4
How Far,Martina McBride,spotify:track:01jlZ4UvMwJ0hPOZLsD1VO,2004,Country,9/30/2003,1,6,0,1,55,0.339,0.473,0.627,235267,0,0.359,140.104,0.103,-4.836,0.03,4
My Last Name,Dierks Bentley,spotify:track:5Sgozi87WjzpSxQnzKO8J7,2004,Country,1/1/2003,1,2,0,1,56,0.568,0.583,0.367,210233,0,0.197,72.059,0.144,-10.576,0.0311,4
Passenger Seat,SHeDAISY,spotify:track:5nYMRWEHPEhbZ3GbfuBZAV,2004,Country,1/1/2004,1,9,0,1,57,0.023,0.461,0.832,205160,0.0000032,0.733,156.206,0.0262,-3.23,0.0402,4
She's Not Just A Pretty Face - Red Version,Shania Twain,spotify:track:5xh0pLWWOuHiHsqvIX8JpH,2004,Country,1/1/2002,1,9,0,1,58,0.0431,0.565,0.878,229027,0,0.451,98.985,0.365,-4.388,0.0385,4
Drinkin' Bone,Tracy Byrd,spotify:track:7BB3emVX0QaFVddCHiO9wt,2004,Country,1/1/2003,1,5,0,1,59,0.0793,0.77,0.833,131867,0,0.964,109.928,0.0819,-4.536,0.028,4
Spend My Time,Clint Black,spotify:track:5Y30E7CBydxMBXR14R8FzY,2004,Country,3/2/2004,1,0,0,1,60,0.517,0.599,0.489,246427,0.0000105,0.188,135.817,0.133,-9.445,0.0292,4
That's What I Love About Sunday,Craig Morgan,spotify:track:1fmi1hOBtH8xfUiWz4LVtE,2005,Country,3/8/2005,1,8,0,1,1,0.479,0.6,0.56,201493,0,0.417,139.469,0.111,-6.311,0.0325,4
As Good As I Once Was,Toby Keith,spotify:track:7G6l2FtQyRhQgYgut2I6i8,2005,Country,1/1/2005,1,5,0,1,2,0.266,0.68,0.87,227840,0,0.646,119.075,0.109,-4.461,0.0393,4
Bless The Broken Road,Rascal Flatts,spotify:track:4YjjNHtEsTX6Af4mCTupT5,2005,Country,1/1/2004,1,0,0,1,3,0.671,0.591,0.45,226680,0.0000223,0.344,135.893,0.159,-6.369,0.0266,4
Something More,Sugarland,spotify:track:3C3oknuBLo3jxhmRk67glu,2005,Country,1/1/2004,1,4,0,1,4,0.29,0.613,0.857,216733,0,0.349,102.261,0.113,-4.46,0.0545,4
Fast Cars And Freedom,Rascal Flatts,spotify:track:0CKba2KBPP9TFbh5Nf8i4P,2005,Country,1/1/2004,1,3,0,0,5,0.0135,0.616,0.824,262187,0.0000213,0.623,117.954,0.108,-4.842,0.03,4
Nothin' To Lose,Josh Gracin,spotify:track:7oiCqfE8Wjk8wf0pFTgL2H,2005,Country,1/1/2004,1,7,0,1,6,0.371,0.607,0.876,156893,0,0.886,121.043,0.519,-4.117,0.0382,4
Baby Girl - 3rd Version/Remix/Single Version,Sugarland,spotify:track:6qQIH999KekS3qFWqR5qMO,2005,Country,1/1/2004,1,1,0,1,7,0.215,0.436,0.736,239693,0,0.583,166.819,0.0488,-3.201,0.0333,4
Making Memories Of Us,Keith Urban,spotify:track:0Sg5kWoILCs2zBoIHIsDAa,2005,Country,1/1/2007,1,4,0,1,8,0.614,0.687,0.454,236000,0.000107,0.331,103.93,0.107,-9.379,0.0255,4
Mississippi Girl,Faith Hill,spotify:track:79YeQbd1p7MsuT7wHQLRYY,2005,Country,8/2/2005,1,9,0,1,9,0.113,0.499,0.765,232707,0,0.665,83.916,0.0509,-4.148,0.0521,4
Gone,Montgomery Gentry,spotify:track:71lXNAROGX1zo6tX0MSnCS,2005,Country,5/18/2004,1,7,0,1,10,0.0172,0.647,0.901,250040,0.00000135,0.581,118.957,0.0527,-5.138,0.0437,4
Mud On the Tires,Brad Paisley,spotify:track:2rQyI7A1yTvTXJ9J4qFmmN,2005,Country,11/2/2010,1,2,0,1,11,0.294,0.448,0.824,206720,0.0000381,0.463,185.217,0.662,-5.508,0.0478,4
Anything But Mine,Kenny Chesney,spotify:track:36mCPzCbnDVSfvh5KHGutc,2005,Country,5/19/2009,1,4,0,1,13,0.0337,0.501,0.496,324920,0,0.364,148.06,0.0655,-9.469,0.0317,4
My Give A Damn's Busted,Jo Dee Messina,spotify:track:3n8QTc8J3T72KurDsWo1b6,2005,Country,4/26/2005,1,2,0,1,14,0.143,0.665,0.874,198960,0.0000105,0.766,103.98,0.251,-4.082,0.0308,4
Lot Of Leavin' Left To Do,Dierks Bentley,spotify:track:2S2dKZqymLiKM89JtQX2ki,2005,Country,1/1/2005,1,11,0,1,16,0.00112,0.578,0.878,272627,0.0146,0.693,118.029,0.6,-3.434,0.0287,4
Something to Be Proud Of,Montgomery Gentry,spotify:track:4D8uIY6Wzj7dJDaw0dW0UF,2005,Country,5/18/2004,1,0,0,1,17,0.0811,0.645,0.693,256600,0.0000122,0.553,97.555,0.175,-6.481,0.0344,4
If Heaven,Andy Griggs,spotify:track:6nTeQGE4xXarl892zLDSuq,2005,Country,2004,1,4,0,1,18,0.548,0.523,0.365,210973,0.000012,0.256,144.871,0.133,-8.977,0.0276,4
A Real Fine Place to Start,Sara Evans,spotify:track:6O2lo7245XfRbIfpL5yRLJ,2005,Country,10/3/2005,1,8,0,1,19,0.00143,0.585,0.789,238733,0.00087,0.208,120.953,0.141,-2.834,0.041,4
What's A Guy Gotta Do,Joe Nichols,spotify:track:3AiNYdRmhXcv7KCFHZOddA,2005,Country,2011,1,5,0,1,21,0.609,0.625,0.966,141947,0.0000889,0.929,170.194,0.0667,-3.908,0.0668,4
Play Something Country,Brooks & Dunn,spotify:track:7MevrbPAGEaw1IgkaBmv82,2005,Country,9/8/2009,1,0,0,1,22,0.0782,0.685,0.909,195587,0.00000125,0.864,115.043,0.369,-3.797,0.032,4
Somebody's Hero,Jamie O'Neal,spotify:track:2iVkOIwx8qzVGlju9Hy4yY,2005,Country,1/1/2005,1,1,0,1,23,0.0771,0.493,0.735,221425,0,0.626,164.059,0.107,-6.012,0.0432,4
Alcohol,Brad Paisley,spotify:track:5wKaxpvqXq95IaoAVPLgoi,2005,Country,8/16/2005,1,11,0,1,24,0.373,0.552,0.754,290933,0.0000302,0.595,141.671,0.208,-5.888,0.0302,3
Redneck Yacht Club,Craig Morgan,spotify:track:4etE2X6t7GmyiuYLIdI8H5,2005,Country,3/8/2005,1,8,0,1,25,0.455,0.49,0.817,230373,0,0.808,168.115,0.0885,-5.405,0.0355,4
Probably Wouldn't Be This Way,LeAnn Rimes,spotify:track:1rXn9CgyDaiZ9rCqwxLYim,2005,Country,1/25/2005,1,2,0,1,26,0.516,0.613,0.426,217947,0,0.129,129.644,0.131,-6.418,0.0289,4
Songs About Me,Trace Adkins,spotify:track:1hoBuYInLOISSH4yqEicyi,2005,Country,1/1/2005,1,0,0,1,27,0.00545,0.582,0.901,204533,0,0.391,117.943,0.117,-3.044,0.0571,4
Some Beach,Blake Shelton,spotify:track:7kWeSMXLxUHHOkFxsS0vhP,2005,Country,10/26/2004,1,0,0,1,28,0.231,0.787,0.765,204827,0.0000179,0.964,115.979,0.323,-6.331,0.0265,4
Better Life,Keith Urban,spotify:track:29Qqb1qYSjC1pSK8QPDnkp,2005,Country,1/1/2004,1,2,0,1,29,0.0402,0.618,0.832,283160,0.0000158,0.8,104.942,0.033,-3.535,0.0374,4
Stay With Me (Brass Bed) - Single Remix Version,Josh Gracin,spotify:track:1DJgRkwljWXGb1sFxfSlOE,2005,Country,1/1/2005,1,1,0,1,30,0.396,0.434,0.567,251133,0,0.271,175.845,0.132,-7.278,0.0309,3
Do You Want Fries With That,Tim McGraw,spotify:track:0njxz22rezgDmDxD6ER6JF,2005,Country,10/7/2008,1,7,0,1,32,0.214,0.604,0.802,239760,0,0.671,135.999,0.111,-3.995,0.0317,4
Homewrecker,Gretchen Wilson,spotify:track:1r5sw5ZdWTQYyXbva03U4g,2005,Country,5/11/2004,1,4,0,1,33,0.0415,0.502,0.68,205973,0.0000037,0.381,148.608,0.362,-5.707,0.0322,4
Monday Morning Church,Alan Jackson,spotify:track:0yftAXSqtZoHdgrXjSuZwz,2005,Country,8/24/2004,1,4,0,1,34,0.226,0.557,0.26,204467,0,0.154,135.922,0.135,-15.062,0.0321,4
I May Hate Myself In The Morning,Lee Ann Womack,spotify:track:6dWGSm15Vj6m7qLKEO85ZN,2005,Country,1/1/2005,1,1,0,1,35,0.224,0.439,0.417,272867,0.0000522,0.3,173.727,0.0767,-10.226,0.0275,4
Awful Beautiful Life,Darryl Worley,spotify:track:5uqbTKo8Ogq1sBQ3u940Xz,2005,Country,1/1/2004,1,2,0,1,36,0.0189,0.627,0.777,232800,0.00000109,0.643,112.599,0.173,-6.91,0.0322,4
Let Them Be Little,Billy Dean,spotify:track:1QvCbkLDuF7yX7gIUDJUmp,2005,Country,3/29/2005,1,1,0,1,37,0.266,0.54,0.516,225653,0,0.285,135.9,0.204,-5.221,0.0246,4
Back When,Tim McGraw,spotify:track:6YvKQtwW8YgIqRDbb4dFDK,2005,Country,6/16/2015,1,7,0,1,38,0.0627,0.604,0.759,269893,0,0.663,136.045,0.321,-4.822,0.0279,4
Don't Worry 'Bout A Thing,SHeDAISY,spotify:track:3OBV3QV7wBp5KrAec8qibm,2005,Country,1/1/2004,1,9,0,1,39,0.105,0.695,0.847,215027,0,0.68,98.003,0.102,-2.118,0.061,4
You're Like Comin' Home,Lonestar,spotify:track:401olpZBrdF03wa5lJfgdy,2005,Country,9/13/2005,1,1,0,1,40,0.066,0.625,0.698,240560,0,0.36,116.028,0.116,-6.375,0.029,4
When I Think About Cheatin',Gretchen Wilson,spotify:track:05jSCFSAfFqhrk3UiEvTDX,2005,Country,5/11/2004,1,9,0,1,41,0.617,0.495,0.387,249227,0.0000044,0.291,78.418,0.342,-7.531,0.0256,4
Help Somebody,Van Zant,spotify:track:4Bt4QcQ5BxzzspvFLKvbB9,2005,Country,5/9/2005,1,7,0,1,42,0.00117,0.499,0.659,253453,0.00000735,0.411,158.112,0.128,-5.727,0.0323,4
Keg in the Closet,Kenny Chesney,spotify:track:3ggmtswnS5czhEAGDsm6D8,2005,Country,2/2/2004,1,1,0,1,43,0.00446,0.654,0.901,212427,0.00000468,0.73,138.879,0.057,-6.401,0.0477,4
Skin (Sarabeth),Rascal Flatts,spotify:track:0NB8Y8TXV0UTUoq9XHuOIr,2005,Country,1/1/2004,1,2,0,1,44,0.483,0.484,0.299,261267,0.000112,0.232,139.87,0.145,-9.903,0.0286,3
Best I Ever Had,Gary Allan,spotify:track:120w1eBYfiYrSXtegu6uEb,2005,Country,1/1/2005,1,6,0,1,45,0.00254,0.273,0.59,251480,0.00000107,0.214,174.863,0.108,-4.997,0.0295,4
Honkytonk U,Toby Keith,spotify:track:5bS3tVEOQ62Tn6ilUlJ2dB,2005,Country,1/1/2008,1,9,0,1,46,0.0432,0.64,0.762,214107,0.0000528,0.545,113.014,0.331,-4.358,0.0275,4
Goodbye Time,Blake Shelton,spotify:track:1M9qgq0SaZ5OuAeU0GKXif,2005,Country,10/26/2004,1,2,0,1,47,0.295,0.51,0.348,201733,0.0000247,0.159,77.041,0.242,-7.849,0.0261,4
Hicktown,Jason Aldean,spotify:track:0WYbR2GSfl4ehvmLmcpAqi,2005,Country,7/26/2005,1,6,0,1,48,0.00913,0.697,0.877,306027,0.00000693,0.768,121.534,0.0726,-3.885,0.0348,4
He Gets That From Me,Reba McEntire,spotify:track:46a3BjDPBdi6OngVhTkuM6,2005,Country,1/1/2003,1,10,0,1,49,0.622,0.643,0.391,219933,0.0000138,0.418,143.786,0.11,-10.09,0.0296,4
Billy's Got His Beer Goggles On - Remastered Version,Neal McCoy,spotify:track:0v6nJ15ROHRtYWcpLvJCZE,2005,Country,5/30/2008,1,0,0,1,50,0.354,0.715,0.775,219027,0,0.803,106.013,0.144,-6.613,0.0433,4
Pickin' Wildflowers,Keith Anderson,spotify:track:2GgIDaPLsowybB3WgxLWUj,2005,Country,2005,1,8,0,1,51,0.0353,0.561,0.716,185920,0,0.667,152.089,0.122,-3.341,0.0291,4
Nothing On But The Radio,Gary Allan,spotify:track:3SRuODYNV4j2ckkJ9Samju,2005,Country,1/1/2003,1,9,0,1,52,0.0572,0.679,0.736,212027,0.00000925,0.664,109.444,0.139,-5.954,0.026,4
Come A Little Closer,Dierks Bentley,spotify:track:6yFD0TSZvxydqGxLNDjZUO,2005,Country,1/1/2005,1,5,0,1,53,0.0644,0.579,0.57,281973,0.00636,0.368,80.028,0.105,-5.869,0.0227,4
If Something Should Happen,Darryl Worley,spotify:track:28ZUoSyOdNswEdokyJs07B,2005,Country,1/1/2004,1,4,0,1,54,0.276,0.557,0.608,279560,0.00000175,0.282,159.068,0.0718,-8.702,0.0377,4
Drugs Or Jesus,Tim McGraw,spotify:track:56DXpIS5RAMfRFs2mVcjf7,2005,Country,8/17/2004,1,0,0,1,55,0.303,0.498,0.673,279933,0.0000401,0.278,146.943,0.0943,-4.589,0.0268,4
Georgia Rain,Trisha Yearwood,spotify:track:6qdKKHh8r7N8nRYih2g7Pm,2005,Country,1/1/2005,1,10,0,1,56,0.605,0.518,0.438,311360,0.0000777,0.144,99.176,0.19,-5.716,0.0234,4
"Long, Slow Kisses",Jeff Bates,spotify:track:4CPboaAaybfr9UaxXQrtvR,2005,Country,5/20/2003,1,7,0,1,57,0.0212,0.535,0.637,207000,0.00000133,0.275,94.983,0.245,-5.267,0.0269,4
All Jacked Up,Gretchen Wilson,spotify:track:1B9FG4cLQujWD1NVMVbJwY,2005,Country,9/1/2005,1,0,0,1,58,0.189,0.392,0.928,212520,0,0.765,188.72,0.183,-3.702,0.153,3
Tequila Makes Her Clothes Fall Off,Joe Nichols,spotify:track:6IC6VhpV7D8T1t037Atqpu,2005,Country,1/1/2005,1,2,0,1,59,0.129,0.664,0.706,187053,0.00000106,0.681,93.968,0.0857,-7.045,0.027,4
Mr. Mom,Lonestar,spotify:track:0jSIovJtKxEXH6vI4oRx7I,2005,Country,5/13/2004,1,10,0,1,60,0.0576,0.505,0.842,208693,0,0.671,172.136,0.111,-3.316,0.0475,4
If You're Going Through Hell (Before The Devil Even Knows),Rodney Atkins,spotify:track:7vSn3VNbzOtPebdj6ZSebj,2006,Country,7/18/2006,1,9,0,1,1,0.0613,0.566,0.898,216773,0,0.791,115.954,0.126,-3.659,0.0634,4
The World,Brad Paisley,spotify:track:3qrE75eXkASxoMG8wJvWSk,2006,Country,11/2/2010,1,4,0,1,2,0.302,0.446,0.947,241680,0.000692,0.88,176.798,0.0979,-6.594,0.052,4
Summertime,Kenny Chesney,spotify:track:3cE5ltZFHmBpiS77itKaOM,2006,Country,11/7/2005,1,4,0,1,3,0.169,0.48,0.928,206587,0,0.713,167.986,0.0479,-5.501,0.0899,4
What Hurts The Most,Rascal Flatts,spotify:track:4bVuIlGQBMWS7vIhcx8Ae4,2006,Country,1/1/2006,1,5,0,0,4,0.0088,0.537,0.674,214107,0,0.33,136.002,0.265,-5.134,0.0277,4
"Jesus, Take the Wheel",Carrie Underwood,spotify:track:3lec3CzDPAxsZokPph5w87,2006,Country,11/14/2005,1,2,0,1,5,0.665,0.359,0.518,226493,0,0.135,76.572,0.106,-3.537,0.0302,4
Would You Go With Me,Josh Turner,spotify:track:1KhrAWvLIjRlQIJtSTgvsi,2006,Country,2006,1,6,0,1,6,0.13,0.605,0.864,228187,0.000827,0.736,122.918,0.113,-5.365,0.0292,4
Tonight I Wanna Cry,Keith Urban,spotify:track:61hmCqoIlTJjcVMMLhcH5n,2006,Country,1/1/2004,1,7,0,1,7,0.88,0.579,0.385,259507,0.00000217,0.145,103.779,0.164,-7.885,0.0256,4
Leave the Pieces,The Wreckers,spotify:track:1VnQfAPIHwFImjfO9gnyUt,2006,Country,2006,1,6,0,1,8,0.0255,0.514,0.679,210233,0,0.496,164.109,0.0594,-6.117,0.0273,4
Who Says You Can't Go Home,Bon Jovi /and/ Jennifer Nettles,spotify:track:5439qJTu5mVH9aeriwp03u,2006,Country,1/1/2005,1,7,0,1,9,0.0437,0.537,0.885,230280,0,0.802,131.698,0.274,-3.641,0.0343,4
Why,Jason Aldean,spotify:track:65Jn2gZWMren03Rz0fCMqs,2006,Country,7/26/2005,1,9,0,1,10,0.0688,0.568,0.695,213733,0,0.218,135.926,0.15,-3.828,0.0294,4
Bring It On Home,Little Big Town,spotify:track:63YyQQtDdufxojf9LdC443,2006,Country,1/1/2005,1,8,0,1,11,0.118,0.55,0.514,260627,0,0.311,138.105,0.0906,-7.348,0.0265,4
Brand New Girlfriend,Steve Holy,spotify:track:4mpUaApNea2QhQshM4xyr4,2006,Country,8/8/2006,1,2,0,1,12,0.0273,0.669,0.861,220187,0,0.72,133.82,0.0586,-3.547,0.0929,4
Don't Forget to Remember Me,Carrie Underwood,spotify:track:0SCtEUwSkgavjuzebBznX5,2006,Country,11/14/2005,1,2,0,1,13,0.564,0.434,0.608,240267,0,0.331,78.606,0.283,-4.281,0.0311,4
Give It Away,George Strait,spotify:track:1qHRFZE8qykNXYZadzmi1m,2006,Country,1/1/2006,1,5,0,1,14,0.486,0.674,0.646,209320,0.0000837,0.613,148.1,0.262,-5.876,0.027,4
A Little Too Late,Toby Keith,spotify:track:5djhyxT7ZIzM1rP2XE2ygb,2006,Country,1/1/2008,1,11,0,1,15,0.175,0.635,0.749,248040,0.0000371,0.628,100.95,0.139,-5.815,0.0294,4
Something's Gotta Give,LeAnn Rimes,spotify:track:3Sg82C7qlmgQH9lyovH6AS,2006,Country,1/25/2005,1,2,0,1,16,0.0771,0.647,0.85,236840,0,0.471,109.002,0.0662,-3.464,0.0292,4
Last Day Of My Life,Phil Vassar,spotify:track:43vHo2Iis2QX3sle9o4S3g,2006,Country,1/3/2008,1,0,0,1,17,0.272,0.557,0.549,234307,0,0.268,139.945,0.109,-6.674,0.0246,3
Every Time I Hear Your Name,Keith Anderson,spotify:track:3aVCHTY93NQQbOcDDbwwXA,2006,Country,2005,1,1,0,1,18,0.277,0.562,0.757,263027,0,0.299,93.02,0.0745,-3.945,0.0253,4
Settle For A Slowdown,Dierks Bentley,spotify:track:23wZ7ClwPgwBNkFvnTlMwk,2006,Country,1/1/2005,1,5,0,1,19,0.0813,0.533,0.665,223200,0.0000186,0.212,80.975,0.332,-5.632,0.0317,4
When The Stars Go Blue,Tim McGraw,spotify:track:2R0eqSxBNxlKmfLjAwaj0C,2006,Country,2/4/2014,1,10,0,1,20,0.357,0.445,0.682,235280,0.00000728,0.631,181.64,0.109,-6.686,0.0289,4
Your Man,Josh Turner,spotify:track:1WzAeadSKJhqykZFbJNmQv,2006,Country,2006,1,6,0,1,21,0.337,0.744,0.637,211893,0.000222,0.785,100.511,0.0696,-4.483,0.0241,4
When I Get Where I'm Going (feat. Dolly Parton),Brad Paisley /and/ Dolly Parton,spotify:track:3VLCtStwYsAL4LKZgeUvy3,2006,Country,8/16/2005,1,0,0,1,22,0.619,0.52,0.379,247053,0.00000185,0.208,85.934,0.108,-9.906,0.0279,4
Life Ain't Always Beautiful,Gary Allan,spotify:track:3unLUM6bJcy5beGawHpynM,2006,Country,1/1/2005,1,2,0,1,23,0.216,0.481,0.508,224613,0.000175,0.268,86.013,0.105,-7.666,0.0248,4
She Don't Tell Me To,Montgomery Gentry,spotify:track:4SO0nnqRKg2sNfvEaEBs4w,2006,Country,1999,1,5,0,1,24,0.0606,0.459,0.703,187213,0,0.39,159.856,0.0889,-5.294,0.0338,4
Wherever You Are - Live,Jack Ingram,spotify:track:1uRvF355jFHDKrsUWEXkRF,2006,Country,1/1/2005,1,2,0,1,25,0.058,0.572,0.81,215560,0,0.575,107.906,0.101,-5.629,0.0315,4
Nobody but Me,Blake Shelton,spotify:track:5zni15XyrdqAGExRcMSJi2,2006,Country,10/26/2004,1,2,0,1,26,0.376,0.637,0.682,158707,0,0.541,81.016,0.17,-4.632,0.0291,4
